Longitude,Latitude,Grower - Name,Farm - Name,Field - Name,Area Count,Crop Flow(bu/h),Crop Flow (Mass)(lb/s),Date / Time,Differential Valid,Elevation(ft),Moisture(%),Speed(mph),Swath Width(ft),Yield (Dry)(bu/ac),Yield (Wet)(bu/ac),Yield Mass (Dry)(lb/ac),Yield Mass (Wet)(lb/ac)
-86.18808388,40.98356649,AULT,HOME,BACK LANE44,On,978.91,16.32,7/9/2020,Yes,808.18,15.80,2.150,35.00,104.48,107.34,6269.1,6440.3
-86.18808411,40.98357494,AULT,HOME,BACK LANE44,On,998.34,16.64,7/9/2020,Yes,808.21,15.50,2.118,35.00,108.52,111.09,6511.1,6665.2
-86.18808448,40.98358356,AULT,HOME,BACK LANE44,On,925.72,15.43,7/9/2020,Yes,808.04,15.40,2.139,35.00,99.79,102.04,5987.7,6122.2
-86.18808469,40.98359210,AULT,HOME,BACK LANE44,On,871.28,14.52,7/9/2020,Yes,808.03,15.80,2.103,35.00,95.07,97.67,5704.4,5860.2
-86.18808521,40.98360057,AULT,HOME,BACK LANE44,On,858.49,14.31,7/9/2020,Yes,807.96,16.10,2.150,35.00,91.30,94.13,5478.2,5648.0
-86.18808543,40.98360927,AULT,HOME,BACK LANE44,On,954.30,15.90,7/9/2020,Yes,807.85,15.90,2.136,35.00,102.37,105.30,6142.5,6317.8
-86.18808529,40.98361796,AULT,HOME,BACK LANE44,On,890.64,14.84,7/9/2020,Yes,807.78,15.70,2.074,35.00,98.67,101.24,5920.0,6074.5
-86.18808545,40.98362667,AULT,HOME,BACK LANE44,On,931.35,15.52,7/9/2020,Yes,807.64,16.10,2.152,35.00,98.95,102.02,5937.1,6121.0
-86.18808534,40.98363551,AULT,HOME,BACK LANE44,On,972.44,16.21,7/9/2020,Yes,807.64,16.30,2.154,35.00,102.96,106.41,6177.8,6384.4
-86.18808574,40.98364401,AULT,HOME,BACK LANE44,On,853.52,14.23,7/9/2020,Yes,807.53,15.80,2.143,35.00,91.39,93.88,5483.2,5632.9
-86.18808654,40.98365225,AULT,HOME,BACK LANE44,On,901.65,15.03,7/9/2020,Yes,807.45,15.60,2.139,35.00,96.97,99.38,5818.2,5963.0
-86.18808713,40.98366063,AULT,HOME,BACK LANE44,On,992.25,16.54,7/9/2020,Yes,807.46,16.10,2.107,35.00,107.66,111.00,6459.6,6659.7
-86.18808762,40.98366914,AULT,HOME,BACK LANE44,On,979.34,16.32,7/9/2020,Yes,807.43,16.40,2.141,35.00,104.22,107.83,6253.1,6470.0
-86.18808801,40.98367765,AULT,HOME,BACK LANE44,On,960.99,16.02,7/9/2020,Yes,807.49,16.00,2.121,35.00,103.73,106.82,6223.9,6409.1
-86.18808844,40.98368631,AULT,HOME,BACK LANE44,On,926.10,15.43,7/9/2020,Yes,807.30,15.50,2.139,35.00,99.72,102.08,5983.1,6124.7
-86.18808839,40.98369482,AULT,HOME,BACK LANE44,On,1071.3,17.86,7/9/2020,Yes,807.24,15.90,2.143,35.00,114.57,117.84,6874.1,7070.3
-86.18808838,40.98370339,AULT,HOME,BACK LANE44,On,837.99,13.97,7/9/2020,Yes,807.33,16.00,2.109,35.00,90.93,93.64,5456.0,5618.4
-86.18808849,40.98371176,AULT,HOME,BACK LANE44,On,970.06,16.17,7/9/2020,Yes,807.34,15.60,2.121,35.00,105.21,107.83,6312.5,6469.6
-86.18808854,40.98372037,AULT,HOME,BACK LANE44,On,858.51,14.31,7/9/2020,Yes,807.35,15.40,2.112,35.00,93.73,95.83,5623.6,5749.9
-86.18808877,40.98372882,AULT,HOME,BACK LANE44,On,638.86,10.65,7/9/2020,Yes,807.26,15.90,2.134,35.00,68.61,70.57,4116.4,4233.9
-86.18808885,40.98373805,AULT,HOME,BACK LANE44,On,550.92,9.182,7/9/2020,Yes,807.23,16.00,2.215,35.00,56.94,58.64,3416.7,3518.4
-86.18808894,40.98374744,AULT,HOME,BACK LANE44,On,386.88,6.448,7/9/2020,Yes,807.33,15.40,2.282,35.00,39.09,39.97,2345.4,2398.1
-86.18808895,40.98375736,AULT,HOME,BACK LANE44,On,472.32,7.872,7/9/2020,Yes,807.28,15.40,2.429,35.00,44.82,45.83,2689.3,2749.7
-86.18808967,40.98376772,AULT,HOME,BACK LANE44,On,485.79,8.096,7/9/2020,Yes,807.15,16.00,2.436,35.00,45.65,47.01,2738.8,2820.4
-86.18809024,40.98377808,AULT,HOME,BACK LANE44,On,394.28,6.571,7/9/2020,Yes,806.89,16.20,2.465,35.00,36.52,37.70,2191.5,2262.1
-86.18809053,40.98378780,AULT,HOME,BACK LANE44,On,324.65,5.411,7/9/2020,Yes,806.86,16.20,2.405,35.00,30.83,31.82,1849.8,1909.4
-86.18809046,40.98379799,AULT,HOME,BACK LANE44,On,255.43,4.257,7/9/2020,Yes,806.77,14.90,2.463,35.00,24.05,24.45,1443.1,1466.8
-86.18809054,40.98380733,AULT,HOME,BACK LANE44,On,292.45,4.874,7/9/2020,Yes,806.76,15.10,2.443,35.00,27.70,28.22,1661.9,1693.2
-86.18809179,40.98381661,AULT,HOME,BACK LANE44,On,491.15,8.186,7/9/2020,Yes,806.77,15.80,2.396,35.00,47.04,48.32,2822.3,2899.4
-86.18809321,40.98382644,AULT,HOME,BACK LANE44,On,972.20,16.20,7/9/2020,Yes,806.62,16.30,2.467,35.00,89.87,92.88,5392.3,5572.7
-86.18809466,40.98383608,AULT,HOME,BACK LANE44,On,906.06,15.10,7/9/2020,Yes,806.58,16.30,2.434,35.00,84.91,87.75,5094.7,5265.2
-86.18809666,40.98384618,AULT,HOME,BACK LANE44,On,956.21,15.94,7/9/2020,Yes,806.53,15.90,2.485,35.00,88.18,90.69,5290.6,5441.6
-86.18809935,40.98385593,AULT,HOME,BACK LANE44,On,1027.8,17.13,7/9/2020,Yes,806.62,16.10,2.429,35.00,96.73,99.73,5803.8,5983.6
-86.18810000,40.98386471,AULT,HOME,BACK LANE44,On,998.51,16.64,7/9/2020,Yes,806.67,16.80,2.394,35.00,94.58,98.33,5674.9,5900.0
-86.18810010,40.98387377,AULT,HOME,BACK LANE44,On,902.40,15.04,7/9/2020,Yes,806.82,17.00,2.456,35.00,83.10,86.60,4985.9,5196.2
-86.18809977,40.98388278,AULT,HOME,BACK LANE44,On,1010.5,16.84,7/9/2020,Yes,807.03,16.50,2.394,35.00,96.06,99.51,5763.7,5970.8
-86.18809933,40.98389237,AULT,HOME,BACK LANE44,On,1050.8,17.51,7/9/2020,Yes,807.29,16.00,2.438,35.00,98.65,101.58,5918.7,6094.9
-86.18809932,40.98390233,AULT,HOME,BACK LANE44,On,895.38,14.92,7/9/2020,Yes,807.45,16.30,2.423,35.00,84.30,87.12,5057.9,5227.1
-86.18809952,40.98391237,AULT,HOME,BACK LANE44,On,850.65,14.18,7/9/2020,Yes,807.31,16.30,2.405,35.00,80.68,83.38,4841.0,5003.0
-86.18809967,40.98392096,AULT,HOME,BACK LANE44,On,700.21,11.67,7/9/2020,Yes,807.33,16.00,2.190,35.00,73.19,75.37,4391.3,4522.0
-86.18809976,40.98392963,AULT,HOME,BACK LANE44,On,747.60,12.46,7/9/2020,Yes,807.35,16.00,2.105,35.00,81.30,83.72,4877.8,5023.0
-86.18810007,40.98393878,AULT,HOME,BACK LANE44,On,661.42,11.02,7/9/2020,Yes,807.45,16.50,2.114,35.00,71.19,73.75,4271.7,4425.2
-86.18809995,40.98394738,AULT,HOME,BACK LANE44,On,645.14,10.75,7/9/2020,Yes,807.37,16.70,2.134,35.00,68.62,71.26,4117.4,4275.6
-86.18809984,40.98395618,AULT,HOME,BACK LANE44,On,532.24,8.871,7/9/2020,Yes,807.30,16.10,2.150,35.00,56.61,58.36,3396.4,3501.6
-86.18809915,40.98396604,AULT,HOME,BACK LANE44,On,415.60,6.927,7/9/2020,Yes,807.36,15.90,2.340,35.00,40.71,41.87,2442.3,2512.0
-86.18809884,40.98397578,AULT,HOME,BACK LANE44,On,454.84,7.581,7/9/2020,Yes,807.32,16.40,2.432,35.00,42.61,44.09,2556.9,2645.6
-86.18809886,40.98398564,AULT,HOME,BACK LANE44,On,541.62,9.027,7/9/2020,Yes,807.45,16.70,2.409,35.00,51.03,52.99,3061.9,3179.6
-86.18809876,40.98399536,AULT,HOME,BACK LANE44,On,654.82,10.91,7/9/2020,Yes,807.35,16.80,2.427,35.00,61.17,63.60,3670.1,3815.7
-86.18809883,40.98400499,AULT,HOME,BACK LANE44,On,709.90,11.83,7/9/2020,Yes,807.37,16.10,2.445,35.00,66.38,68.44,3983.0,4106.4
-86.18809863,40.98401492,AULT,HOME,BACK LANE44,On,952.64,15.88,7/9/2020,Yes,807.41,16.00,2.394,35.00,91.10,93.82,5466.3,5629.0
-86.18809850,40.98402472,AULT,HOME,BACK LANE44,On,862.67,14.38,7/9/2020,Yes,807.43,16.30,2.474,35.00,79.53,82.19,4771.8,4931.4
-86.18809813,40.98403583,AULT,HOME,BACK LANE44,On,1020.4,17.01,7/9/2020,Yes,807.43,16.10,2.738,35.00,85.21,87.85,5112.4,5270.8
-86.18809773,40.98404654,AULT,HOME,BACK LANE44,On,919.90,15.33,7/9/2020,Yes,807.45,15.90,2.653,35.00,79.46,81.73,4767.8,4903.9
-86.18809675,40.98405707,AULT,HOME,BACK LANE44,On,1051.4,17.52,7/9/2020,Yes,807.49,16.10,2.640,35.00,91.07,93.89,5464.2,5633.5
-86.18809563,40.98406749,AULT,HOME,BACK LANE44,On,1044.3,17.41,7/9/2020,Yes,807.54,16.40,2.669,35.00,89.15,92.24,5349.0,5534.5
-86.18809429,40.98407816,AULT,HOME,BACK LANE44,On,983.42,16.39,7/9/2020,Yes,807.53,16.10,2.615,35.00,85.98,88.65,5158.9,5318.8
-86.18809277,40.98408872,AULT,HOME,BACK LANE44,On,1051.2,17.52,7/9/2020,Yes,807.68,16.10,2.640,35.00,91.05,93.87,5462.9,5632.2
-86.18809158,40.98409956,AULT,HOME,BACK LANE44,On,948.61,15.81,7/9/2020,Yes,807.70,16.20,2.655,35.00,81.58,84.21,4894.9,5052.7
-86.18809037,40.98410995,AULT,HOME,BACK LANE44,On,979.80,16.33,7/9/2020,Yes,807.73,16.50,2.680,35.00,83.19,86.18,4991.6,5170.9
-86.18808908,40.98412064,AULT,HOME,BACK LANE44,On,1040.4,17.34,7/9/2020,Yes,807.75,16.20,2.633,35.00,90.24,93.14,5414.2,5588.6
-86.18808789,40.98413123,AULT,HOME,BACK LANE44,On,964.33,16.07,7/9/2020,Yes,807.81,15.80,2.613,35.00,84.69,87.00,5081.2,5220.0
-86.18808655,40.98414171,AULT,HOME,BACK LANE44,On,968.63,16.14,7/9/2020,Yes,807.88,16.00,2.631,35.00,84.28,86.79,5057.1,5207.6
-86.18808539,40.98415249,AULT,HOME,BACK LANE44,On,941.95,15.70,7/9/2020,Yes,807.82,16.30,2.687,35.00,79.97,82.65,4798.2,4958.7
-86.18808438,40.98416319,AULT,HOME,BACK LANE44,On,948.58,15.81,7/9/2020,Yes,807.81,16.00,2.619,35.00,82.89,85.36,4973.5,5121.5
-86.18808345,40.98417350,AULT,HOME,BACK LANE44,On,1014.5,16.91,7/9/2020,Yes,807.86,15.80,2.628,35.00,88.57,90.98,5313.9,5459.1
-86.18808236,40.98418432,AULT,HOME,BACK LANE44,On,1006.6,16.78,7/9/2020,Yes,807.89,16.00,2.633,35.00,87.51,90.12,5250.8,5407.1
-86.18808143,40.98419484,AULT,HOME,BACK LANE44,On,1116.6,18.61,7/9/2020,Yes,807.96,16.30,2.626,35.00,96.98,100.22,5818.6,6013.2
-86.18808055,40.98420543,AULT,HOME,BACK LANE44,On,1072.6,17.88,7/9/2020,Yes,807.94,15.90,2.633,35.00,93.36,96.03,5601.8,5761.6
-86.18807972,40.98421596,AULT,HOME,BACK LANE44,On,1199.2,19.99,7/9/2020,Yes,808.00,16.00,2.628,35.00,104.44,107.54,6266.2,6452.7
-86.18807927,40.98422660,AULT,HOME,BACK LANE44,On,1106.5,18.44,7/9/2020,Yes,808.07,16.20,2.635,35.00,95.89,98.98,5753.3,5938.7
-86.18807845,40.98423734,AULT,HOME,BACK LANE44,On,1199.2,19.99,7/9/2020,Yes,808.08,16.30,2.602,35.00,105.13,108.65,6308.0,6519.1
-86.18807785,40.98424780,AULT,HOME,BACK LANE44,On,1130.3,18.84,7/9/2020,Yes,808.12,15.90,2.635,35.00,98.31,101.11,5898.3,6066.6
-86.18807724,40.98425848,AULT,HOME,BACK LANE44,On,1165.4,19.42,7/9/2020,Yes,808.11,15.70,2.646,35.00,101.17,103.81,6069.9,6228.4
-86.18807629,40.98426906,AULT,HOME,BACK LANE44,On,1236.2,20.60,7/9/2020,Yes,808.12,15.60,2.604,35.00,109.20,111.91,6551.8,6714.8
-86.18807580,40.98427949,AULT,HOME,BACK LANE44,On,1283.4,21.39,7/9/2020,Yes,808.06,15.70,2.628,35.00,112.17,115.10,6730.3,6905.9
-86.18807485,40.98429001,AULT,HOME,BACK LANE44,On,1105.9,18.43,7/9/2020,Yes,808.02,15.80,2.640,35.00,96.13,98.76,5768.0,5925.5
-86.18807401,40.98430068,AULT,HOME,BACK LANE44,On,1186.0,19.77,7/9/2020,Yes,808.05,15.80,2.628,35.00,103.53,106.36,6211.8,6381.5
-86.18807319,40.98431113,AULT,HOME,BACK LANE44,On,1190.3,19.84,7/9/2020,Yes,808.10,15.50,2.602,35.00,105.36,107.85,6321.4,6471.0
-86.18807245,40.98432161,AULT,HOME,BACK LANE44,On,1148.1,19.14,7/9/2020,Yes,808.13,15.80,2.660,35.00,99.04,101.75,5942.7,6105.0
-86.18807199,40.98433211,AULT,HOME,BACK LANE44,On,1267.4,21.12,7/9/2020,Yes,808.07,16.00,2.626,35.00,110.47,113.76,6628.4,6825.7
-86.18807137,40.98434266,AULT,HOME,BACK LANE44,On,1112.3,18.54,7/9/2020,Yes,808.12,15.80,2.619,35.00,97.43,100.09,5845.9,6005.6
-86.18807084,40.98435317,AULT,HOME,BACK LANE44,On,1233.0,20.55,7/9/2020,Yes,808.17,15.70,2.628,35.00,107.77,110.58,6465.9,6634.7
-86.18807013,40.98436377,AULT,HOME,BACK LANE44,On,1327.4,22.12,7/9/2020,Yes,808.17,15.80,2.655,35.00,114.70,117.83,6882.1,7070.0
-86.18806957,40.98437442,AULT,HOME,BACK LANE44,On,1198.2,19.97,7/9/2020,Yes,808.15,16.10,2.606,35.00,105.12,108.38,6307.2,6502.6
-86.18806908,40.98438481,AULT,HOME,BACK LANE44,On,1152.3,19.21,7/9/2020,Yes,808.13,15.90,2.631,35.00,100.39,103.25,6023.2,6195.1
-86.18806828,40.98439500,AULT,HOME,BACK LANE44,On,1222.7,20.38,7/9/2020,Yes,808.23,15.70,2.633,35.00,106.68,109.46,6400.7,6567.8
-86.18806814,40.98440582,AULT,HOME,BACK LANE44,On,1038.4,17.31,7/9/2020,Yes,808.12,15.50,2.624,35.00,91.12,93.28,5467.4,5596.8
-86.18806769,40.98441661,AULT,HOME,BACK LANE44,On,980.36,16.34,7/9/2020,Yes,808.08,15.70,2.644,35.00,85.17,87.40,5110.5,5243.9
-86.18806732,40.98442699,AULT,HOME,BACK LANE44,On,1039.1,17.32,7/9/2020,Yes,808.08,15.90,2.599,35.00,91.62,94.23,5497.0,5653.9
-86.18806672,40.98443748,AULT,HOME,BACK LANE44,On,1180.7,19.68,7/9/2020,Yes,808.14,15.70,2.657,35.00,102.07,104.73,6124.0,6283.9
-86.18806620,40.98444808,AULT,HOME,BACK LANE44,On,1383.5,23.06,7/9/2020,Yes,808.11,15.70,2.595,35.00,122.48,125.68,7348.9,7540.7
-86.18806603,40.98445856,AULT,HOME,BACK LANE44,On,1284.0,21.40,7/9/2020,Yes,808.11,15.90,2.633,35.00,111.77,114.95,6705.9,6897.3
-86.18806587,40.98446930,AULT,HOME,BACK LANE44,On,1266.1,21.10,7/9/2020,Yes,808.12,16.20,2.633,35.00,109.82,113.35,6589.0,6801.3
-86.18806554,40.98447991,AULT,HOME,BACK LANE44,On,1055.8,17.60,7/9/2020,Yes,808.18,16.00,2.626,35.00,92.02,94.76,5521.5,5685.8
-86.18806571,40.98448994,AULT,HOME,BACK LANE44,On,1058.1,17.64,7/9/2020,Yes,808.17,15.80,2.561,35.00,94.79,97.38,5687.3,5842.6
-86.18806587,40.98449787,AULT,HOME,BACK LANE44,On,1147.8,19.13,7/9/2020,Yes,808.22,15.50,2.152,35.00,122.81,125.72,7368.9,7543.3
-86.18806620,40.98450631,AULT,HOME,BACK LANE44,On,1036.1,17.27,7/9/2020,Yes,808.22,15.80,2.092,35.00,113.66,116.76,6819.6,7005.9
-86.18806662,40.98451457,AULT,HOME,BACK LANE44,On,1042.1,17.37,7/9/2020,Yes,808.29,15.70,1.998,35.00,119.84,122.97,7190.4,7378.1
-86.18806713,40.98452286,AULT,HOME,BACK LANE44,On,907.96,15.13,7/9/2020,Yes,808.20,15.50,2.096,35.00,99.75,102.11,5984.9,6126.5
-86.18806729,40.98453107,AULT,HOME,BACK LANE44,On,1000.3,16.67,7/9/2020,Yes,808.16,15.50,2.024,35.00,113.77,116.47,6826.4,6988.0
-86.18806721,40.98453918,AULT,HOME,BACK LANE44,On,895.07,14.92,7/9/2020,Yes,808.19,15.80,1.986,35.00,103.39,106.21,6203.3,6372.8
-86.18806717,40.98454747,AULT,HOME,BACK LANE44,On,983.70,16.39,7/9/2020,Yes,808.18,15.80,2.018,35.00,111.86,114.92,6711.8,6895.1
-86.18806711,40.98455542,AULT,HOME,BACK LANE44,On,1025.9,17.10,7/9/2020,Yes,808.21,15.50,2.009,35.00,117.60,120.38,7056.0,7223.0
-86.18806724,40.98456386,AULT,HOME,BACK LANE44,On,958.32,15.97,7/9/2020,Yes,808.14,15.50,2.013,35.00,109.61,112.20,6576.5,6732.1
-86.18806728,40.98457185,AULT,HOME,BACK LANE44,On,968.16,16.14,7/9/2020,Yes,808.23,16.00,2.011,35.00,110.20,113.48,6612.0,6808.8
-86.18806741,40.98457965,AULT,HOME,BACK LANE44,On,954.07,15.90,7/9/2020,Yes,808.22,16.00,2.020,35.00,108.12,111.33,6486.9,6680.0
-86.18806751,40.98458804,AULT,HOME,BACK LANE44,On,992.32,16.54,7/9/2020,Yes,808.30,15.70,1.982,35.00,115.02,118.02,6901.1,7081.2
-86.18806767,40.98459594,AULT,HOME,BACK LANE44,On,1019.7,16.99,7/9/2020,Yes,808.23,15.50,2.020,35.00,116.24,118.99,6974.3,7139.4
-86.18806769,40.98460390,AULT,HOME,BACK LANE44,On,830.19,13.84,7/9/2020,Yes,808.27,15.90,2.011,35.00,94.61,97.31,5676.5,5838.5
-86.18806789,40.98461188,AULT,HOME,BACK LANE44,On,931.55,15.53,7/9/2020,Yes,808.36,15.70,1.986,35.00,107.73,110.54,6463.8,6632.5
-86.18806822,40.98461968,AULT,HOME,BACK LANE44,On,922.40,15.37,7/9/2020,Yes,808.27,15.50,1.982,35.00,107.17,109.70,6430.0,6582.2
-86.18806840,40.98462770,AULT,HOME,BACK LANE44,On,1015.1,16.92,7/9/2020,Yes,808.26,15.70,2.007,35.00,116.21,119.24,6972.6,7154.6
-86.18806855,40.98463583,AULT,HOME,BACK LANE44,On,950.98,15.85,7/9/2020,Yes,808.27,16.10,2.022,35.00,107.52,110.85,6451.1,6651.0
-86.18806884,40.98464386,AULT,HOME,BACK LANE44,On,1014.7,16.91,7/9/2020,Yes,808.24,15.90,1.977,35.00,117.60,120.96,7056.2,7257.6
-86.18806899,40.98465177,AULT,HOME,BACK LANE44,On,1058.0,17.63,7/9/2020,Yes,808.18,15.50,2.007,35.00,121.42,124.29,7285.0,7457.4
-86.18806903,40.98465983,AULT,HOME,BACK LANE44,On,1052.6,17.54,7/9/2020,Yes,808.10,15.70,1.957,35.00,123.54,126.77,7412.5,7605.9
-86.18806848,40.98466755,AULT,HOME,BACK LANE44,On,967.92,16.13,7/9/2020,Yes,808.28,16.00,2.027,35.00,109.32,112.58,6559.3,6754.5
-86.18806826,40.98467589,AULT,HOME,BACK LANE44,On,1030.3,17.17,7/9/2020,Yes,808.32,15.80,1.986,35.00,119.01,122.26,7140.7,7335.8
-86.18806799,40.98468364,AULT,HOME,BACK LANE44,On,966.48,16.11,7/9/2020,Yes,808.29,15.70,1.982,35.00,112.02,114.95,6721.3,6896.7
-86.18806767,40.98469184,AULT,HOME,BACK LANE44,On,1032.2,17.20,7/9/2020,Yes,808.13,15.90,1.984,35.00,119.22,122.62,7153.2,7357.4
-86.18806730,40.98469962,AULT,HOME,BACK LANE44,On,933.03,15.55,7/9/2020,Yes,808.16,16.10,1.982,35.00,107.63,110.97,6457.9,6658.0
-86.18806670,40.98470770,AULT,HOME,BACK LANE44,On,765.32,12.76,7/9/2020,Yes,808.36,16.10,1.984,35.00,88.19,90.92,5291.2,5455.1
-86.18806626,40.98471554,AULT,HOME,BACK LANE44,On,836.66,13.94,7/9/2020,Yes,808.33,15.70,1.982,35.00,96.98,99.51,5818.5,5970.4
-86.18806579,40.98472351,AULT,HOME,BACK LANE44,On,807.36,13.46,7/9/2020,Yes,808.14,15.60,1.982,35.00,93.69,96.02,5621.4,5761.3
-86.18806533,40.98473127,AULT,HOME,BACK LANE44,On,913.26,15.22,7/9/2020,Yes,808.16,16.00,1.982,35.00,105.48,108.62,6328.6,6516.9
-86.18806512,40.98473937,AULT,HOME,BACK LANE44,On,965.29,16.09,7/9/2020,Yes,808.18,16.10,2.011,35.00,109.74,113.14,6584.6,6788.7
-86.18806499,40.98474753,AULT,HOME,BACK LANE44,On,842.91,14.05,7/9/2020,Yes,808.23,15.90,1.986,35.00,97.25,100.02,5834.9,6001.4
-86.18806480,40.98475581,AULT,HOME,BACK LANE44,On,681.96,11.37,7/9/2020,Yes,808.12,15.70,1.984,35.00,78.95,81.02,4737.3,4860.9
-86.18806487,40.98476379,AULT,HOME,BACK LANE44,On,730.86,12.18,7/9/2020,Yes,808.04,15.70,1.986,35.00,84.52,86.73,5071.3,5203.7
-86.18806498,40.98477201,AULT,HOME,BACK LANE44,On,584.06,9.734,7/9/2020,Yes,808.01,16.10,2.031,35.00,65.74,67.78,3944.6,4066.8
-86.18806445,40.98477990,AULT,HOME,BACK LANE44,On,683.36,11.39,7/9/2020,Yes,808.00,16.00,1.960,35.00,79.83,82.20,4789.5,4932.1
-86.18806410,40.98478771,AULT,HOME,BACK LANE44,On,872.62,14.54,7/9/2020,Yes,808.03,15.40,1.937,35.00,103.85,106.18,6230.9,6370.8
-86.18806405,40.98479572,AULT,HOME,BACK LANE44,On,838.34,13.97,7/9/2020,Yes,807.87,15.70,1.986,35.00,96.95,99.48,5817.1,5968.9
-86.18806389,40.98480372,AULT,HOME,BACK LANE44,On,959.32,15.99,7/9/2020,Yes,807.82,16.00,2.007,35.00,109.44,112.70,6566.3,6761.7
-86.18806431,40.98481205,AULT,HOME,BACK LANE44,On,865.34,14.42,7/9/2020,Yes,807.67,15.90,1.982,35.00,100.06,102.92,6003.7,6175.0
-86.18806477,40.98481980,AULT,HOME,BACK LANE44,On,879.91,14.67,7/9/2020,Yes,807.60,15.70,1.991,35.00,101.53,104.18,6091.8,6250.8
-86.18806495,40.98482791,AULT,HOME,BACK LANE44,On,868.18,14.47,7/9/2020,Yes,807.68,16.10,1.984,35.00,100.04,103.14,6002.3,6188.3
-86.18806485,40.98483532,AULT,HOME,BACK LANE44,On,707.16,11.79,7/9/2020,Yes,807.63,16.30,1.939,35.00,83.17,85.95,4989.9,5156.9
-86.18806492,40.98484269,AULT,HOME,BACK LANE44,On,741.63,12.36,7/9/2020,Yes,807.68,16.00,1.980,35.00,85.75,88.30,5145.1,5298.2
-86.18806499,40.98485037,AULT,HOME,BACK LANE44,On,695.20,11.59,7/9/2020,Yes,807.63,15.80,1.946,35.00,81.96,84.20,4917.8,5052.1
-86.18806460,40.98485829,AULT,HOME,BACK LANE44,On,677.27,11.29,7/9/2020,Yes,807.77,16.40,2.020,35.00,76.38,79.03,4583.0,4742.0
-86.18806432,40.98486610,AULT,HOME,BACK LANE44,On,641.04,10.68,7/9/2020,Yes,807.82,16.60,1.946,35.00,74.86,77.64,4491.6,4658.6
-86.18806395,40.98487413,AULT,HOME,BACK LANE44,On,573.28,9.555,7/9/2020,Yes,807.82,16.10,1.984,35.00,66.06,68.10,3963.5,4086.3
-86.18806334,40.98488213,AULT,HOME,BACK LANE44,On,715.38,11.92,7/9/2020,Yes,807.85,15.70,1.948,35.00,84.35,86.55,5060.8,5192.8
-86.18806281,40.98489005,AULT,HOME,BACK LANE44,On,850.47,14.17,7/9/2020,Yes,807.82,16.10,1.977,35.00,98.33,101.38,5899.8,6082.6
-86.18806205,40.98489799,AULT,HOME,BACK LANE44,On,1027.4,17.12,7/9/2020,Yes,807.92,16.40,1.991,35.00,117.57,121.64,7054.0,7298.7
-86.18806162,40.98490591,AULT,HOME,BACK LANE44,On,866.01,14.43,7/9/2020,Yes,807.90,15.90,2.000,35.00,99.24,102.07,5954.5,6124.5
-86.18806090,40.98491408,AULT,HOME,BACK LANE44,On,910.81,15.18,7/9/2020,Yes,807.92,15.80,1.926,35.00,108.51,111.47,6510.4,6688.2
-86.18806021,40.98492151,AULT,HOME,BACK LANE44,On,863.34,14.39,7/9/2020,Yes,807.96,16.30,1.984,35.00,99.24,102.56,5954.6,6153.8
-86.18805951,40.98492940,AULT,HOME,BACK LANE44,On,822.73,13.71,7/9/2020,Yes,807.99,16.40,1.977,35.00,94.78,98.07,5687.0,5884.3
-86.18805885,40.98493694,AULT,HOME,BACK LANE44,On,829.52,13.83,7/9/2020,Yes,808.13,15.90,1.924,35.00,98.82,101.64,5929.1,6098.3
-86.18805831,40.98494476,AULT,HOME,BACK LANE44,On,945.54,15.76,7/9/2020,Yes,808.14,16.40,1.975,35.00,109.05,112.84,6543.2,6770.2
-86.18805759,40.98495247,AULT,HOME,BACK LANE44,On,809.60,13.49,7/9/2020,Yes,808.30,16.30,1.975,35.00,93.49,96.62,5609.3,5796.9
-86.18805725,40.98496009,AULT,HOME,BACK LANE44,On,883.19,14.72,7/9/2020,Yes,808.38,15.60,1.951,35.00,104.14,106.73,6248.1,6403.6
-86.18805681,40.98496818,AULT,HOME,BACK LANE44,On,961.44,16.02,7/9/2020,Yes,808.40,15.60,1.980,35.00,111.70,114.48,6701.8,6868.6
-86.18805631,40.98497616,AULT,HOME,BACK LANE44,On,962.90,16.05,7/9/2020,Yes,808.43,15.90,1.955,35.00,112.87,116.09,6772.3,6965.5
-86.18805561,40.98498436,AULT,HOME,BACK LANE44,On,991.83,16.53,7/9/2020,Yes,808.42,15.80,1.977,35.00,115.08,118.23,6905.0,7093.6
-86.18805496,40.98499251,AULT,HOME,BACK LANE44,On,941.61,15.69,7/9/2020,Yes,808.50,15.80,1.986,35.00,108.76,111.74,6525.9,6704.1
-86.18805424,40.98500036,AULT,HOME,BACK LANE44,On,880.66,14.68,7/9/2020,Yes,808.46,15.80,1.977,35.00,102.18,104.98,6131.1,6298.6
-86.18805363,40.98500832,AULT,HOME,BACK LANE44,On,880.66,14.68,7/9/2020,Yes,808.47,15.80,1.948,35.00,103.71,106.54,6222.6,6392.6
-86.18805300,40.98501593,AULT,HOME,BACK LANE44,On,1039.1,17.32,7/9/2020,Yes,808.52,16.00,1.982,35.00,120.01,123.58,7200.4,7414.7
-86.18805218,40.98502398,AULT,HOME,BACK LANE44,On,912.82,15.21,7/9/2020,Yes,808.51,15.80,1.946,35.00,107.62,110.56,6457.3,6633.6
-86.18805137,40.98503148,AULT,HOME,BACK LANE44,On,1050.4,17.51,7/9/2020,Yes,808.59,15.90,1.957,35.00,122.98,126.49,7378.9,7589.5
